날짜,순위,팀명,경기,승,패,무,승률,최근10경기
2021.10.05,2,LG,119,63,50,6,0.558,5승2무3패
2021.10.05,3,삼성,127,66,53,8,0.555,5승0무5패
2021.10.05,4,두산,122,60,57,5,0.513,5승0무5패
2021.10.05,5,키움,126,61,59,6,0.508,3승2무5패
2021.10.05,6,SSG,126,57,58,11,0.496,4승2무4패
2021.10.05,7,NC,121,56,58,7,0.491,5승3무2패
2021.10.05,8,롯데,126,59,62,5,0.488,6승1무3패
2021.10.05,9,KIA,120,46,67,7,0.407,4승2무4패
2021.10.05,10,한화,127,46,71,10,0.393,3승2무5패
2021.10.06,1,KT,125,69,49,7,0.585,2승2무6패
2021.10.06,2,삼성,128,67,53,8,0.558,5승0무5패
2021.10.06,3,LG,121,64,51,6,0.557,5승2무3패
2021.10.06,4,두산,123,61,57,5,0.517,5승0무5패
2021.10.06,5,키움,127,61,60,6,0.504,3승2무5패
2021.10.06,6,SSG,128,58,59,11,0.496,4승2무4패
2021.10.06,7,NC,122,57,58,7,0.496,5승3무2패
2021.10.06,8,롯데,127,59,63,5,0.484,6승1무3패
2021.10.06,9,KIA,121,47,67,7,0.412,4승2무4패
2021.10.06,10,한화,128,46,72,10,0.390,3승2무5패
2021.10.07,1,KT,126,70,49,7,0.588,2승2무6패
2021.10.07,2,삼성,129,68,53,8,0.562,5승0무5패
2021.10.07,3,LG,122,65,51,6,0.560,5승2무3패
2021.10.07,4,두산,124,61,58,5,0.513,5승0무5패
2021.10.07,5,키움,128,61,61,6,0.500,3승2무5패
2021.10.07,6,SSG,129,58,60,11,0.492,4승2무4패
2021.10.07,7,NC,123,57,59,7,0.491,5승3무2패
2021.10.07,8,롯데,128,60,63,5,0.488,6승1무3패
2021.10.07,9,KIA,122,47,68,7,0.409,4승2무4패
2021.10.07,10,한화,129,47,72,10,0.395,3승2무5패
2021.10.08,1,KT,126,70,49,7,0.588,2승2무6패
2021.10.08,2,LG,123,65,51,7,0.560,5승2무3패
2021.10.08,3,삼성,130,68,54,8,0.557,5승0무5패
2021.10.08,4,두산,125,62,58,5,0.517,5승0무5패
2021.10.08,5,키움,128,61,61,6,0.500,3승2무5패
2021.10.08,6,SSG,130,59,60,11,0.496,4승2무4패
2021.10.08,7,NC,124,58,59,7,0.496,5승3무2패
2021.10.08,8,롯데,129,60,64,5,0.484,6승1무3패
2021.10.08,9,KIA,123,47,68,8,0.409,4승2무4패
2021.10.08,10,한화,130,47,73,10,0.392,3승2무5패
2021.10.09,1,KT,127,70,50,7,0.583,2승2무6패
2021.10.09,2,LG,124,66,51,7,0.564,5승2무3패
2021.10.09,3,삼성,130,68,54,8,0.557,5승0무5패
2021.10.09,4,두산,125,62,58,5,0.517,5승0무5패
2021.10.09,5,키움,128,61,61,6,0.500,3승2무5패
2021.10.09,5,SSG,131,60,60,11,0.500,4승2무4패
2021.10.09,7,NC,124,58,59,7,0.496,5승3무2패
2021.10.09,8,롯데,130,60,65,5,0.480,6승1무3패
2021.10.09,9,KIA,124,48,68,8,0.414,4승2무4패
2021.10.09,10,한화,131,47,74,10,0.388,3승2무5패
2021.10.10,1,KT,127,70,50,7,0.583,4승1무5패
2021.10.10,2,LG,124,66,51,7,0.564,4승2무4패
2021.10.10,3,삼성,130,68,54,8,0.557,6승0무4패
2021.10.10,4,두산,126,62,59,5,0.512,5승1무4패
2021.10.10,5,NC,125,59,59,7,0.500,6승0무4패
2021.10.10,5,키움,128,61,61,6,0.500,4승0무6패
2021.10.10,5,SSG,131,60,60,11,0.500,5승1무4패
2021.10.10,8,롯데,130,60,65,5,0.480,3승1무6패
2021.10.10,9,KIA,126,50,68,8,0.424,5승2무3패
2021.10.10,10,한화,133,47,76,10,0.382,3승0무7패
2021.10.11,1,KT,128,71,50,7,0.587,4승1무5패
2021.10.11,2,LG,125,66,52,7,0.559,4승2무4패
2021.10.11,3,삼성,130,68,54,8,0.557,6승0무4패
2021.10.11,4,두산,126,62,59,5,0.512,5승1무4패
2021.10.11,5,NC,125,59,59,7,0.500,6승0무4패
2021.10.11,5,키움,128,61,61,6,0.500,4승0무6패
2021.10.11,5,SSG,131,60,60,11,0.500,5승1무4패
2021.10.11,8,롯데,130,60,65,5,0.480,3승1무6패
2021.10.11,9,KIA,126,50,68,8,0.424,5승2무3패
2021.10.11,10,한화,133,47,76,10,0.382,3승0무7패
2021.10.12,1,KT,129,71,51,7,0.582,4승1무5패
2021.10.12,2,삼성,131,69,54,8,0.561,6승0무4패
2021.10.12,3,LG,126,66,52,8,0.559,4승2무4패
2021.10.12,4,두산,127,63,59,5,0.516,5승1무4패
2021.10.12,5,키움,129,62,61,6,0.504,4승0무6패
2021.10.12,6,SSG,132,60,60,12,0.500,5승1무4패
2021.10.12,7,NC,126,59,60,7,0.496,6승0무4패
2021.10.12,8,롯데,130,60,65,5,0.480,3승1무6패
2021.10.12,9,KIA,127,50,69,8,0.420,5승2무3패
2021.10.12,10,한화,133,47,76,10,0.382,3승0무7패
2021.10.13,1,KT,130,71,52,7,0.577,4승1무5패
2021.10.13,2,삼성,132,70,54,8,0.565,6승0무4패
2021.10.13,3,LG,127,66,52,9,0.559,4승2무4패
2021.10.13,4,두산,128,64,59,5,0.520,5승1무4패
2021.10.13,5,키움,130,63,61,6,0.508,4승0무6패
2021.10.13,6,SSG,132,60,60,12,0.500,5승1무4패
2021.10.13,7,NC,127,59,61,7,0.492,6승0무4패
2021.10.13,8,롯데,131,60,65,6,0.480,3승1무6패
2021.10.13,9,KIA,128,50,70,8,0.417,5승2무3패
2021.10.13,10,한화,133,47,76,10,0.382,3승0무7패
2021.10.14,1,KT,131,72,52,7,0.581,4승1무5패
2021.10.14,2,LG,128,67,52,9,0.563,4승2무4패
2021.10.14,3,삼성,133,70,55,8,0.560,6승0무4패
2021.10.14,4,두산,129,64,60,5,0.516,5승1무4패
2021.10.14,5,키움,131,63,62,6,0.504,4승0무6패
2021.10.14,6,SSG,132,60,60,12,0.500,5승1무4패
2021.10.14,7,NC,128,60,61,7,0.496,6승0무4패
2021.10.14,8,롯데,132,60,66,6,0.476,3승1무6패
2021.10.14,9,KIA,129,51,70,8,0.421,5승2무3패
2021.10.14,10,한화,133,47,76,10,0.382,3승0무7패
2021.10.15,1,KT,132,72,52,8,0.581,4승1무5패
2021.10.15,2,LG,129,67,53,9,0.558,4승2무4패
2021.10.15,3,삼성,134,70,56,8,0.556,6승0무4패
2021.10.15,4,두산,130,64,61,5,0.512,5승1무4패
2021.10.15,5,키움,132,64,62,6,0.508,4승0무6패
2021.10.15,6,NC,129,61,61,7,0.500,6승0무4패
2021.10.15,6,SSG,132,60,60,12,0.500,5승1무4패
2021.10.15,8,롯데,133,61,66,6,0.480,3승1무6패
2021.10.15,9,KIA,130,51,70,9,0.421,5승2무3패
2021.10.15,10,한화,133,47,76,10,0.382,3승0무7패
2021.10.16,1,KT,133,73,52,8,0.584,4승1무5패
2021.10.16,2,삼성,136,72,56,8,0.563,6승0무4패
2021.10.16,3,LG,130,67,54,9,0.554,4승2무4패
2021.10.16,4,두산,131,64,62,5,0.508,5승1무4패
2021.10.16,5,SSG,133,61,60,12,0.504,5승1무4패
2021.10.16,6,NC,130,62,61,7,0.504,6승0무4패
2021.10.16,7,키움,134,64,64,6,0.500,4승0무6패
2021.10.16,8,롯데,134,61,67,6,0.477,3승1무6패
2021.10.16,9,KIA,131,52,70,9,0.426,5승2무3패
2021.10.16,10,한화,134,47,77,10,0.379,3승0무7패
2021.10.17,1,KT,134,73,53,8,0.579,4승1무5패
2021.10.17,2,삼성,137,73,56,8,0.566,6승0무4패
2021.10.17,3,LG,132,69,54,9,0.561,4승2무4패
2021.10.17,4,두산,133,65,62,6,0.512,5승1무4패
2021.10.17,5,SSG,135,62,61,12,0.504,5승1무4패
2021.10.17,6,키움,135,64,65,6,0.496,4승0무6패
2021.10.17,7,NC,132,62,63,7,0.496,6승0무4패
2021.10.17,8,롯데,136,62,68,6,0.477,3승1무6패
2021.10.17,9,KIA,133,52,71,10,0.423,5승2무3패
2021.10.17,10,한화,135,48,77,10,0.384,3승0무7패
2021.10.19,1,KT,135,73,54,8,0.575,4승1무5패
2021.10.19,2,삼성,138,73,57,8,0.562,6승0무4패
2021.10.19,3,LG,133,69,55,9,0.556,4승2무4패
2021.10.19,4,두산,134,66,62,6,0.516,5승1무4패
2021.10.19,5,NC,133,63,63,7,0.500,6승0무4패
2021.10.19,5,키움,136,65,65,6,0.500,4승0무6패
2021.10.19,5,SSG,136,62,62,12,0.500,5승1무4패
2021.10.19,8,롯데,136,62,68,6,0.477,3승1무6패
2021.10.19,9,KIA,134,53,71,10,0.427,5승2무3패
2021.10.19,10,한화,135,48,77,10,0.384,3승0무7패
2021.10.20,1,KT,136,73,55,8,0.570,2승1무7패
2021.10.20,2,삼성,138,73,57,8,0.562,5승1무4패
2021.10.20,3,LG,134,69,56,9,0.552,3승5무2패
2021.10.20,4,두산,134,66,62,6,0.516,5승2무3패
2021.10.20,5,키움,137,66,65,6,0.504,5승1무4패
2021.10.20,6,NC,134,63,63,8,0.500,4승2무4패
2021.10.20,6,SSG,137,62,62,13,0.500,5승2무3패
2021.10.20,8,롯데,136,62,68,6,0.477,3승2무5패
2021.10.20,9,KIA,135,54,71,10,0.432,6승0무4패
2021.10.20,10,한화,135,48,77,10,0.384,2승2무6패
2021.10.21,1,KT,136,73,55,8,0.570,2승1무7패
2021.10.21,2,삼성,138,73,57,8,0.562,5승1무4패
2021.10.21,3,LG,135,69,56,10,0.552,3승5무2패
2021.10.21,4,두산,135,66,63,6,0.512,5승2무3패
2021.10.21,5,SSG,138,63,62,13,0.504,5승2무3패
2021.10.21,6,키움,138,66,65,7,0.504,5승1무4패
2021.10.21,7,NC,134,63,63,8,0.500,4승2무4패
2021.10.21,8,롯데,136,62,68,6,0.477,3승2무5패
2021.10.21,9,KIA,136,54,72,10,0.429,6승0무4패
2021.10.21,10,한화,136,49,77,10,0.389,2승2무6패
2021.10.22,1,KT,137,73,56,8,0.566,2승1무7패
2021.10.22,2,삼성,139,74,57,8,0.565,5승1무4패
2021.10.22,3,LG,135,69,56,10,0.552,3승5무2패
2021.10.22,4,SSG,139,64,62,13,0.508,5승2무3패
2021.10.22,5,두산,136,66,64,6,0.508,5승2무3패
2021.10.22,6,키움,138,66,65,7,0.504,5승1무4패
2021.10.22,7,NC,135,63,64,8,0.496,4승2무4패
2021.10.22,8,롯데,137,63,68,6,0.481,3승2무5패
2021.10.22,9,KIA,137,55,72,10,0.433,6승0무4패
2021.10.22,10,한화,137,49,78,10,0.386,2승2무6패
2021.10.23,1,삼성,140,75,57,8,0.568,5승1무4패
2021.10.23,2,KT,138,73,57,8,0.562,2승1무7패
2021.10.23,3,LG,136,69,56,11,0.552,3승5무2패
2021.10.23,4,SSG,139,64,62,13,0.508,5승2무3패
2021.10.23,5,두산,137,66,64,7,0.508,5승2무3패
2021.10.23,6,키움,138,66,65,7,0.504,5승1무4패
2021.10.23,7,NC,137,64,65,8,0.496,4승2무4패
2021.10.23,8,롯데,138,63,68,7,0.481,3승2무5패
2021.10.23,9,KIA,139,56,73,10,0.434,6승0무4패
2021.10.23,10,한화,138,49,78,11,0.386,2승2무6패
2021.10.24,1,삼성,141,75,57,9,0.568,5승1무4패
2021.10.24,2,KT,139,74,57,8,0.565,2승1무7패
2021.10.24,3,LG,138,69,57,12,0.548,3승5무2패
2021.10.24,4,두산,139,67,64,8,0.511,5승2무3패
2021.10.24,5,SSG,140,64,62,14,0.508,5승2무3패
2021.10.24,6,NC,138,65,65,8,0.500,4승2무4패
2021.10.24,6,키움,139,66,66,7,0.500,5승1무4패
2021.10.24,8,롯데,139,64,68,7,0.485,3승2무5패
2021.10.24,9,KIA,140,56,74,10,0.431,6승0무4패
2021.10.24,10,한화,139,49,79,11,0.383,2승2무6패
2021.10.25,1,삼성,141,75,57,9,0.568,5승1무4패
2021.10.25,2,KT,139,74,57,8,0.565,2승1무7패
2021.10.25,3,LG,139,69,57,13,0.548,3승5무2패
2021.10.25,4,두산,139,67,64,8,0.511,5승2무3패
2021.10.25,5,SSG,140,64,62,14,0.508,5승2무3패
2021.10.25,6,키움,140,67,66,7,0.504,5승1무4패
2021.10.25,7,NC,138,65,65,8,0.500,4승2무4패
2021.10.25,8,롯데,140,64,68,8,0.485,3승2무5패
2021.10.25,9,KIA,140,56,74,10,0.431,6승0무4패
2021.10.25,10,한화,140,49,80,11,0.380,2승2무6패
2021.10.26,1,삼성,141,75,57,9,0.568,5승1무4패
2021.10.26,2,KT,139,74,57,8,0.565,2승1무7패
2021.10.26,3,LG,140,70,57,13,0.551,3승5무2패
2021.10.26,4,두산,140,68,64,8,0.515,5승2무3패
2021.10.26,5,SSG,141,65,62,14,0.512,5승2무3패
2021.10.26,6,키움,141,67,67,7,0.500,5승1무4패
2021.10.26,7,NC,139,65,66,8,0.496,4승2무4패
2021.10.26,8,롯데,140,64,68,8,0.485,3승2무5패
2021.10.26,9,KIA,140,56,74,10,0.431,6승0무4패
2021.10.26,10,한화,141,49,81,11,0.377,2승2무6패
2021.10.27,1,삼성,142,75,58,9,0.564,5승1무4패
2021.10.27,2,KT,140,74,58,8,0.561,2승1무7패
2021.10.27,3,LG,141,71,57,13,0.555,3승5무2패
2021.10.27,4,두산,141,69,64,8,0.519,5승2무3패
2021.10.27,5,SSG,142,65,63,14,0.508,5승2무3패
2021.10.27,6,키움,142,68,67,7,0.504,5승1무4패
2021.10.27,7,NC,140,66,66,8,0.500,4승2무4패
2021.10.27,8,롯데,141,64,69,8,0.481,3승2무5패
2021.10.27,9,KIA,141,57,74,10,0.435,6승0무4패
2021.10.27,10,한화,142,49,82,11,0.374,2승2무6패
2021.10.28,1,KT,142,75,58,9,0.564,2승1무7패
2021.10.28,1,삼성,142,75,58,9,0.564,5승1무4패
2021.10.28,3,LG,142,71,57,14,0.555,3승5무2패
2021.10.28,4,두산,142,69,65,8,0.515,5승2무3패
2021.10.28,5,SSG,143,66,63,14,0.512,5승2무3패
2021.10.28,6,키움,142,68,67,7,0.504,5승1무4패
2021.10.28,7,NC,142,66,67,9,0.496,4승2무4패
2021.10.28,8,롯데,142,64,70,8,0.478,3승2무5패
2021.10.28,9,KIA,142,58,74,10,0.439,6승0무4패
2021.10.28,10,한화,143,49,82,12,0.374,2승2무6패
2021.10.29,1,KT,143,75,59,9,0.560,2승1무7패
2021.10.29,1,삼성,143,75,59,9,0.560,5승1무4패
2021.10.29,3,LG,143,72,57,14,0.558,3승5무2패
2021.10.29,4,두산,143,70,65,8,0.519,5승2무3패
2021.10.29,5,SSG,143,66,63,14,0.512,5승2무3패
2021.10.29,6,키움,143,69,67,7,0.507,5승1무4패
2021.10.29,7,NC,143,67,67,9,0.500,4승2무4패
2021.10.29,8,롯데,143,64,71,8,0.474,3승2무5패
2021.10.29,9,KIA,143,58,75,10,0.436,6승0무4패
2021.10.29,10,한화,143,49,82,12,0.374,2승2무6패
2021.10.30,1,KT,144,76,59,9,0.563,3승1무6패
2021.10.30,2,두산,144,71,65,8,0.522,5승2무3패
2021.10.30,3,삼성,144,76,59,9,0.563,6승1무3패
2021.10.30,4,LG,144,72,58,14,0.554,3승5무2패
2021.10.30,5,키움,144,70,67,7,0.511,6승1무3패
2021.10.30,6,SSG,144,66,64,14,0.508,4승2무4패
2021.10.30,7,NC,144,67,68,9,0.496,4승1무5패
2021.10.30,8,롯데,144,65,71,8,0.478,4승2무4패
2021.10.30,9,KIA,144,58,76,10,0.433,5승0무5패
2021.10.30,10,한화,144,49,83,12,0.371,2승2무6패
2022.04.02,1,KT,1,1,0,0,1.000,2승0무5패
2022.04.02,1,두산,1,1,0,0,1.000,4승0무3패
2022.04.02,1,LG,1,1,0,0,1.000,6승0무1패
2022.04.02,1,SSG,1,1,0,0,1.000,7승0무0패
2022.04.02,1,롯데,1,1,0,0,1.000,4승0무3패
2022.04.02,6,삼성,1,0,1,0,0.000,3승0무4패
2022.04.02,6,키움,1,0,1,0,0.000,3승0무4패
2022.04.02,6,NC,1,0,1,0,0.000,2승0무5패
2022.04.02,6,KIA,1,0,1,0,0.000,3승0무4패
2022.04.02,6,한화,1,0,1,0,0.000,1승0무6패
2022.04.03,1,두산,2,2,0,0,1.000,4승0무3패
2022.04.03,1,LG,2,2,0,0,1.000,6승0무1패
2022.04.03,1,SSG,2,2,0,0,1.000,7승0무0패
2022.04.03,4,KT,2,1,1,0,0.500,2승0무5패
2022.04.03,4,삼성,2,1,1,0,0.500,3승0무4패
2022.04.03,4,키움,2,1,1,0,0.500,3승0무4패
2022.04.03,4,롯데,2,1,1,0,0.500,4승0무3패
2022.04.03,8,NC,2,0,2,0,0.000,2승0무5패
2022.04.03,8,KIA,2,0,2,0,0.000,3승0무4패
2022.04.03,8,한화,2,0,2,0,0.000,1승0무6패
2022.04.05,1,LG,3,3,0,0,1.000,6승0무1패
2022.04.05,1,SSG,3,3,0,0,1.000,7승0무0패
2022.04.05,3,두산,3,2,1,0,0.667,4승0무3패
2022.04.05,3,삼성,3,2,1,0,0.667,3승0무4패
2022.04.05,3,롯데,3,2,1,0,0.667,4승0무3패
2022.04.05,6,KT,3,1,2,0,0.333,2승0무5패
2022.04.05,6,키움,3,1,2,0,0.333,3승0무4패
2022.04.05,6,KIA,3,1,2,0,0.333,3승0무4패
2022.04.05,9,NC,3,0,3,0,0.000,2승0무5패
2022.04.05,9,한화,3,0,3,0,0.000,1승0무6패
2022.04.06,1,LG,4,4,0,0,1.000,6승0무1패
2022.04.06,1,SSG,4,4,0,0,1.000,7승0무0패
2022.04.06,3,삼성,4,3,1,0,0.750,3승0무4패
2022.04.06,4,두산,4,2,2,0,0.500,4승0무3패
2022.04.06,4,롯데,4,2,2,0,0.500,4승0무3패
2022.04.06,4,KIA,4,2,2,0,0.500,3승0무4패
2022.04.06,7,KT,4,1,3,0,0.250,2승0무5패
2022.04.06,7,키움,4,1,3,0,0.250,3승0무4패
2022.04.06,7,NC,4,1,3,0,0.250,2승0무5패
2022.04.06,10,한화,4,0,4,0,0.000,1승0무6패
2022.04.07,1,LG,5,5,0,0,1.000,6승0무1패
2022.04.07,1,SSG,5,5,0,0,1.000,7승0무0패
2022.04.07,3,두산,5,3,2,0,0.600,4승0무3패
2022.04.07,3,삼성,5,3,2,0,0.600,3승0무4패
2022.04.07,3,롯데,5,3,2,0,0.600,4승0무3패
2022.04.07,3,KIA,5,3,2,0,0.600,3승0무4패
2022.04.07,7,KT,5,1,4,0,0.200,2승0무5패
2022.04.07,7,키움,5,1,4,0,0.200,3승0무4패
2022.04.07,7,NC,5,1,4,0,0.200,2승0무5패
2022.04.07,10,한화,5,0,5,0,0.000,1승0무6패
2022.04.08,1,SSG,6,6,0,0,1.000,7승0무0패
2022.04.08,2,LG,6,5,1,0,0.833,6승0무1패
2022.04.08,3,두산,6,4,2,0,0.667,4승0무3패
2022.04.08,4,삼성,6,3,3,0,0.500,3승0무4패
2022.04.08,4,롯데,6,3,3,0,0.500,4승0무3패
2022.04.08,4,KIA,6,3,3,0,0.500,3승0무4패
2022.04.08,7,KT,6,2,4,0,0.333,2승0무5패
2022.04.08,7,키움,6,2,4,0,0.333,3승0무4패
2022.04.08,7,NC,6,2,4,0,0.333,2승0무5패
2022.04.08,10,한화,6,0,6,0,0.000,1승0무6패
2022.04.09,1,SSG,7,7,0,0,1.000,7승0무0패
2022.04.09,2,LG,7,6,1,0,0.857,6승0무1패
2022.04.09,3,두산,7,4,3,0,0.571,4승0무3패
2022.04.09,3,롯데,7,4,3,0,0.571,4승0무3패
2022.04.09,5,삼성,7,3,4,0,0.429,3승0무4패
2022.04.09,5,키움,7,3,4,0,0.429,3승0무4패
2022.04.09,5,KIA,7,3,4,0,0.429,3승0무4패
2022.04.09,8,KT,7,2,5,0,0.286,2승0무5패
2022.04.09,8,NC,7,2,5,0,0.286,2승0무5패
2022.04.09,10,한화,7,1,6,0,0.143,1승0무6패
2022.04.10,1,SSG,8,8,0,0,1.000,8승0무2패
2022.04.10,2,LG,8,7,1,0,0.875,5승0무5패
2022.04.10,3,두산,8,5,3,0,0.625,6승0무4패
2022.04.10,4,키움,8,4,4,0,0.500,9승0무1패
2022.04.10,4,롯데,8,4,4,0,0.500,5승0무5패
2022.04.10,6,삼성,8,3,5,0,0.375,3승0무7패
2022.04.10,6,KIA,8,3,5,0,0.375,5승0무5패
2022.04.10,8,KT,8,2,6,0,0.250,3승0무7패
2022.04.10,8,NC,8,2,6,0,0.250,3승0무7패
2022.04.10,8,한화,8,2,6,0,0.250,4승0무6패
2022.04.12,1,SSG,9,9,0,0,1.000,8승0무2패
2022.04.12,2,LG,9,7,2,0,0.778,5승0무5패
2022.04.12,3,두산,9,6,3,0,0.667,6승0무4패
2022.04.12,4,키움,9,5,4,0,0.556,9승0무1패
2022.04.12,5,삼성,9,4,5,0,0.444,3승0무7패
2022.04.12,5,롯데,9,4,5,0,0.444,5승0무5패
2022.04.12,5,KIA,9,4,5,0,0.444,5승0무5패
2022.04.12,8,KT,9,2,7,0,0.222,3승0무7패
2022.04.12,8,NC,9,2,7,0,0.222,3승0무7패
2022.04.12,8,한화,9,2,7,0,0.222,4승0무6패
2022.04.13,1,SSG,10,10,0,0,1.000,8승0무2패
2022.04.13,2,LG,10,7,3,0,0.700,5승0무5패
2022.04.13,3,두산,9,6,3,0,0.667,6승0무4패
2022.04.13,4,키움,10,6,4,0,0.600,9승0무1패
2022.04.13,5,삼성,10,5,5,0,0.500,3승0무7패
2022.04.13,6,롯데,9,4,5,0,0.444,5승0무5패
2022.04.13,6,KIA,9,4,5,0,0.444,5승0무5패
2022.04.13,8,KT,9,2,7,0,0.222,3승0무7패
2022.04.13,9,NC,10,2,8,0,0.200,3승0무7패
2022.04.13,9,한화,10,2,8,0,0.200,4승0무6패
2022.04.14,1,SSG,11,10,1,0,0.909,8승0무2패
2022.04.14,2,LG,11,8,3,0,0.727,5승0무5패
2022.04.14,3,두산,10,7,3,0,0.700,6승0무4패
2022.04.14,4,키움,11,7,4,0,0.636,9승0무1패
2022.04.14,5,삼성,11,6,5,0,0.545,3승0무7패
2022.04.14,6,롯데,10,5,5,0,0.500,5승0무5패
2022.04.14,7,KIA,10,4,6,0,0.400,5승0무5패
2022.04.14,8,KT,10,2,8,0,0.200,3승0무7패
2022.04.14,9,NC,11,2,9,0,0.182,3승0무7패
2022.04.14,9,한화,11,2,9,0,0.182,4승0무6패
2022.04.15,1,SSG,12,11,1,0,0.917,8승0무2패
2022.04.15,2,LG,12,8,4,0,0.667,5승0무5패
2022.04.15,2,키움,12,8,4,0,0.667,9승0무1패
2022.04.15,4,두산,11,7,4,0,0.636,6승0무4패
2022.04.15,5,롯데,11,6,5,0,0.545,5승0무5패
2022.04.15,6,삼성,12,6,6,0,0.500,3승0무7패
2022.04.15,7,KIA,11,4,7,0,0.364,5승0무5패
2022.04.15,8,NC,12,3,9,0,0.250,3승0무7패
2022.04.15,8,한화,12,3,9,0,0.250,4승0무6패
2022.04.15,10,KT,11,2,9,0,0.182,3승0무7패
2022.04.16,1,SSG,13,12,1,0,0.923,8승0무2패
2022.04.16,2,LG,13,9,4,0,0.692,5승0무5패
2022.04.16,3,두산,12,8,4,0,0.667,6승0무4패
2022.04.16,4,키움,13,8,5,0,0.615,9승0무1패
2022.04.16,5,롯데,12,6,6,0,0.500,5승0무5패
2022.04.16,6,삼성,13,6,7,0,0.462,3승0무7패
2022.04.16,7,KIA,12,5,7,0,0.417,5승0무5패
2022.04.16,8,KT,12,3,9,0,0.250,3승0무7패
2022.04.16,9,NC,13,3,10,0,0.231,3승0무7패
2022.04.16,9,한화,13,3,10,0,0.231,4승0무6패
2022.04.17,1,SSG,14,13,1,0,0.929,8승0무2패
2022.04.17,2,LG,14,10,4,0,0.714,5승0무5패
2022.04.17,3,키움,14,9,5,0,0.643,9승0무1패
2022.04.17,4,두산,13,8,5,0,0.615,6승0무4패
2022.04.17,5,롯데,13,7,6,0,0.538,5승0무5패
2022.04.17,6,KIA,13,6,7,0,0.462,5승0무5패
2022.04.17,7,삼성,14,6,8,0,0.429,3승0무7패
2022.04.17,8,KT,13,3,10,0,0.231,3승0무7패
2022.04.17,9,NC,14,3,11,0,0.214,3승0무7패
2022.04.17,9,한화,14,3,11,0,0.214,4승0무6패
2022.04.19,1,SSG,15,13,2,0,0.867,8승0무2패
2022.04.19,2,LG,15,10,5,0,0.667,5승0무5패
2022.04.19,2,키움,15,10,5,0,0.667,9승0무1패
2022.04.19,4,두산,14,8,6,0,0.571,6승0무4패
2022.04.19,5,롯데,14,7,7,0,0.500,5승0무5패
2022.04.19,5,KIA,14,7,7,0,0.500,5승0무5패
2022.04.19,7,삼성,15,6,9,0,0.400,3승0무7패
2022.04.19,8,KT,14,4,10,0,0.286,3승0무7패
2022.04.19,9,NC,15,4,11,0,0.267,3승0무7패
2022.04.19,9,한화,15,4,11,0,0.267,4승0무6패
2022.04.20,1,SSG,16,14,2,0,0.875,5승1무4패
2022.04.20,2,LG,16,10,6,0,0.625,4승0무6패
2022.04.20,2,키움,16,10,6,0,0.625,4승0무6패
2022.04.20,4,두산,15,9,6,0,0.600,5승0무5패
2022.04.20,5,롯데,15,8,7,0,0.533,6승1무3패
2022.04.20,6,KIA,15,7,8,0,0.467,4승0무6패
2022.04.20,7,삼성,16,6,10,0,0.375,3승0무7패
2022.04.20,8,KT,15,5,10,0,0.333,8승0무2패
2022.04.20,9,NC,16,5,11,0,0.313,5승0무5패
2022.04.20,10,한화,16,4,12,0,0.250,5승0무5패
2022.04.21,1,SSG,17,15,2,0,0.882,5승1무4패
2022.04.21,2,두산,16,10,6,0,0.625,5승0무5패
2022.04.21,3,LG,17,10,7,0,0.588,4승0무6패
2022.04.21,3,키움,17,10,7,0,0.588,4승0무6패
2022.04.21,5,롯데,16,8,8,0,0.500,6승1무3패
2022.04.21,6,KIA,16,7,9,0,0.438,4승0무6패
2022.04.21,7,삼성,17,7,10,0,0.412,3승0무7패
2022.04.21,8,KT,16,6,10,0,0.375,8승0무2패
2022.04.21,9,NC,17,5,12,0,0.294,5승0무5패
2022.04.21,9,한화,17,5,12,0,0.294,5승0무5패
2022.04.22,1,SSG,18,15,3,0,0.833,5승1무4패
2022.04.22,2,LG,18,11,7,0,0.611,4승0무6패
2022.04.22,3,두산,17,10,7,0,0.588,5승0무5패
2022.04.22,4,키움,18,10,8,0,0.556,4승0무6패
2022.04.22,5,롯데,17,9,8,0,0.529,6승1무3패
2022.04.22,6,KIA,17,8,9,0,0.471,4승0무6패
2022.04.22,7,KT,17,7,10,0,0.412,8승0무2패
2022.04.22,8,삼성,18,7,11,0,0.389,3승0무7패
2022.04.22,9,한화,18,6,12,0,0.333,5승0무5패
2022.04.22,10,NC,18,5,13,0,0.278,5승0무5패
2022.04.23,1,SSG,19,15,4,0,0.789,5승1무4패
2022.04.23,2,두산,18,11,7,0,0.611,5승0무5패
2022.04.23,3,LG,19,11,8,0,0.579,4승0무6패
2022.04.23,3,키움,19,11,8,0,0.579,4승0무6패
2022.04.23,5,롯데,18,10,8,0,0.556,6승1무3패
2022.04.23,6,KT,18,8,10,0,0.444,8승0무2패
2022.04.23,6,KIA,18,8,10,0,0.444,4승0무6패
2022.04.23,8,삼성,19,7,12,0,0.368,3승0무7패
2022.04.23,8,한화,19,7,12,0,0.368,5승0무5패
2022.04.23,10,NC,19,5,14,0,0.263,5승0무5패
2022.04.24,1,SSG,20,16,4,0,0.800,5승1무4패
2022.04.24,2,LG,20,12,8,0,0.600,4승0무6패
2022.04.24,3,두산,19,11,8,0,0.579,5승0무5패
2022.04.24,3,롯데,19,11,8,0,0.579,6승1무3패
2022.04.24,5,키움,20,11,9,0,0.550,4승0무6패
