날짜,순위,팀명,경기,승,패,무,승률,최근10경기
2010.03.27,1,SK,1,1,0,0,1.000,2승0무0패
2010.03.27,1,두산,1,1,0,0,1.000,2승0무0패
2010.03.27,1,넥센,1,1,0,0,1.000,2승0무0패
2010.03.27,1,LG,1,1,0,0,1.000,1승0무1패
2010.03.27,5,KIA,1,0,1,0,0.000,0승0무2패
2010.03.27,5,롯데,1,0,1,0,0.000,0승0무2패
2010.03.27,5,삼성,1,0,1,0,0.000,1승0무1패
2010.03.27,5,한화,1,0,1,0,0.000,0승0무2패
2010.03.28,1,SK,2,2,0,0,1.000,2승0무0패
2010.03.28,1,두산,2,2,0,0,1.000,2승0무0패
2010.03.28,1,넥센,2,2,0,0,1.000,2승0무0패
2010.03.28,4,삼성,2,1,1,0,0.500,1승0무1패
2010.03.28,4,LG,2,1,1,0,0.500,1승0무1패
2010.03.28,6,KIA,2,0,2,0,0.000,0승0무2패
2010.03.28,6,롯데,2,0,2,0,0.000,0승0무2패
2010.03.28,6,한화,2,0,2,0,0.000,0승0무2패
2010.03.29,1,SK,2,2,0,0,1.000,2승0무0패
2010.03.29,1,두산,2,2,0,0,1.000,2승0무0패
2010.03.29,1,넥센,2,2,0,0,1.000,2승0무0패
2010.03.29,4,삼성,2,1,1,0,0.500,1승0무1패
2010.03.29,4,LG,2,1,1,0,0.500,1승0무1패
2010.03.29,6,KIA,2,0,2,0,0.000,0승0무2패
2010.03.29,6,롯데,2,0,2,0,0.000,0승0무2패
2010.03.29,6,한화,2,0,2,0,0.000,0승0무2패
2010.03.30,1,SK,3,3,0,0,1.000,3승0무0패
2010.03.30,1,두산,3,3,0,0,1.000,3승0무0패
2010.03.30,3,삼성,3,2,1,0,0.667,2승0무2패
2010.03.30,3,넥센,3,2,1,0,0.667,2승0무1패
2010.03.30,5,LG,3,1,2,0,0.333,1승0무2패
2010.03.30,5,한화,3,1,2,0,0.333,1승0무2패
2010.03.30,7,KIA,3,0,3,0,0.000,1승0무3패
2010.03.30,7,롯데,3,0,3,0,0.000,0승0무3패
2010.03.31,1,SK,3,3,0,0,1.000,3승0무0패
2010.03.31,1,두산,3,3,0,0,1.000,3승0무0패
2010.03.31,3,넥센,3,2,1,0,0.667,2승0무1패
2010.03.31,4,삼성,4,2,2,0,0.500,2승0무2패
2010.03.31,5,LG,3,1,2,0,0.333,1승0무2패
2010.03.31,5,한화,3,1,2,0,0.333,1승0무2패
2010.03.31,7,KIA,4,1,3,0,0.250,1승0무3패
2010.03.31,8,롯데,3,0,3,0,0.000,0승0무3패
2010.04.01,1,SK,3,3,0,0,1.000,6승0무4패
2010.04.01,1,두산,3,3,0,0,1.000,8승1무1패
2010.04.01,3,넥센,3,2,1,0,0.667,4승0무6패
2010.04.01,4,삼성,4,2,2,0,0.500,8승0무2패
2010.04.01,5,LG,3,1,2,0,0.333,3승1무6패
2010.04.01,5,한화,3,1,2,0,0.333,3승0무7패
2010.04.01,7,KIA,4,1,3,0,0.250,5승0무5패
2010.04.01,8,롯데,3,0,3,0,0.000,3승0무7패
2010.04.02,1,두산,4,4,0,0,1.000,8승1무1패
2010.04.02,2,SK,4,3,1,0,0.750,6승0무4패
2010.04.02,2,넥센,4,3,1,0,0.750,4승0무6패
2010.04.02,4,삼성,5,3,2,0,0.600,8승0무2패
2010.04.02,5,KIA,5,2,3,0,0.400,5승0무5패
2010.04.02,6,LG,4,1,3,0,0.250,3승1무6패
2010.04.02,6,한화,4,1,3,0,0.250,3승0무7패
2010.04.02,8,롯데,4,0,4,0,0.000,3승0무7패
2010.04.03,1,SK,5,4,1,0,0.800,6승0무4패
2010.04.03,1,두산,5,4,1,0,0.800,8승1무1패
2010.04.03,3,넥센,5,3,2,0,0.600,4승0무6패
2010.04.03,4,KIA,6,3,3,0,0.500,5승0무5패
2010.04.03,4,삼성,6,3,3,0,0.500,8승0무2패
2010.04.03,6,LG,5,2,3,0,0.400,3승1무6패
2010.04.03,6,한화,5,2,3,0,0.400,3승0무7패
2010.04.03,8,롯데,5,0,5,0,0.000,3승0무7패
2010.04.04,1,두산,6,5,1,0,0.833,8승1무1패
2010.04.04,2,SK,6,4,2,0,0.667,6승0무4패
2010.04.04,2,넥센,6,4,2,0,0.667,4승0무6패
2010.04.04,4,삼성,7,4,3,0,0.571,8승0무2패
2010.04.04,5,KIA,7,3,4,0,0.429,5승0무5패
2010.04.04,6,LG,6,2,4,0,0.333,3승1무6패
2010.04.04,6,한화,6,2,4,0,0.333,3승0무7패
2010.04.04,8,롯데,6,1,5,0,0.167,3승0무7패
2010.04.05,1,두산,6,5,1,0,0.833,8승1무1패
2010.04.05,2,SK,6,4,2,0,0.667,6승0무4패
2010.04.05,2,넥센,6,4,2,0,0.667,4승0무6패
2010.04.05,4,삼성,7,4,3,0,0.571,8승0무2패
2010.04.05,5,KIA,7,3,4,0,0.429,5승0무5패
2010.04.05,6,LG,6,2,4,0,0.333,3승1무6패
2010.04.05,6,한화,6,2,4,0,0.333,3승0무7패
2010.04.05,8,롯데,6,1,5,0,0.167,3승0무7패
2010.04.06,1,두산,7,6,1,0,0.857,8승1무1패
2010.04.06,2,삼성,8,5,3,0,0.625,8승0무2패
2010.04.06,3,SK,7,4,3,0,0.571,6승0무4패
2010.04.06,3,넥센,7,4,3,0,0.571,4승0무6패
2010.04.06,5,KIA,8,4,4,0,0.500,5승0무5패
2010.04.06,6,롯데,7,2,5,0,0.286,3승0무7패
2010.04.06,6,LG,7,2,5,0,0.286,3승1무6패
2010.04.06,6,한화,7,2,5,0,0.286,3승0무7패
2010.04.07,1,두산,8,7,1,0,0.875,8승1무1패
2010.04.07,2,삼성,9,6,3,0,0.667,8승0무2패
2010.04.07,3,KIA,9,5,4,0,0.556,5승0무5패
2010.04.07,4,SK,8,4,4,0,0.500,6승0무4패
2010.04.07,4,넥센,8,4,4,0,0.500,4승0무6패
2010.04.07,6,롯데,8,3,5,0,0.375,3승0무7패
2010.04.07,7,LG,8,2,6,0,0.250,3승1무6패
2010.04.07,7,한화,8,2,6,0,0.250,3승0무7패
2010.04.08,1,두산,9,8,1,0,0.889,8승1무1패
2010.04.08,2,삼성,10,7,3,0,0.700,8승0무2패
2010.04.08,3,SK,9,5,4,0,0.556,6승0무4패
2010.04.08,4,KIA,10,5,5,0,0.500,5승0무5패
2010.04.08,5,넥센,9,4,5,0,0.444,4승0무6패
2010.04.08,6,롯데,9,3,6,0,0.333,3승0무7패
2010.04.08,6,LG,9,3,6,0,0.333,3승1무6패
2010.04.08,8,한화,9,2,7,0,0.222,3승0무7패
2010.04.09,1,두산,10,8,1,1,0.800,8승1무1패
2010.04.09,2,삼성,11,8,3,0,0.727,8승0무2패
2010.04.09,3,SK,10,6,4,0,0.600,6승0무4패
2010.04.09,4,KIA,11,5,6,0,0.455,5승0무5패
2010.04.09,5,넥센,10,4,6,0,0.400,4승0무6패
2010.04.09,6,롯데,10,3,7,0,0.300,3승0무7패
2010.04.09,6,LG,10,3,6,1,0.300,3승1무6패
2010.04.09,6,한화,10,3,7,0,0.300,3승0무7패
2010.04.10,1,두산,11,9,1,1,0.818,6승1무3패
2010.04.10,2,삼성,12,9,3,0,0.750,4승0무6패
2010.04.10,3,SK,11,7,4,0,0.636,9승0무1패
2010.04.10,4,KIA,12,5,7,0,0.417,4승0무6패
2010.04.10,5,넥센,11,4,7,0,0.364,2승0무8패
2010.04.10,5,한화,11,4,7,0,0.364,5승0무5패
2010.04.10,7,롯데,11,3,8,0,0.273,4승0무6패
2010.04.10,7,LG,11,3,7,1,0.273,6승1무3패
2010.04.11,1,두산,12,9,2,1,0.750,6승1무3패
2010.04.11,2,삼성,13,9,4,0,0.692,4승0무6패
2010.04.11,3,SK,12,8,4,0,0.667,9승0무1패
2010.04.11,4,KIA,13,6,7,0,0.462,4승0무6패
2010.04.11,5,롯데,12,4,8,0,0.333,4승0무6패
2010.04.11,5,넥센,12,4,8,0,0.333,2승0무8패
2010.04.11,5,LG,12,4,7,1,0.333,6승1무3패
2010.04.11,5,한화,12,4,8,0,0.333,5승0무5패
2010.04.12,1,두산,12,9,2,1,0.750,6승1무3패
2010.04.12,2,삼성,13,9,4,0,0.692,4승0무6패
2010.04.12,3,SK,12,8,4,0,0.667,9승0무1패
2010.04.12,4,KIA,13,6,7,0,0.462,4승0무6패
2010.04.12,5,롯데,12,4,8,0,0.333,4승0무6패
2010.04.12,5,넥센,12,4,8,0,0.333,2승0무8패
2010.04.12,5,LG,12,4,7,1,0.333,6승1무3패
2010.04.12,5,한화,12,4,8,0,0.333,5승0무5패
2010.04.13,1,두산,13,10,2,1,0.769,6승1무3패
2010.04.13,2,삼성,14,10,4,0,0.714,4승0무6패
2010.04.13,3,SK,13,8,5,0,0.615,9승0무1패
2010.04.13,4,KIA,14,6,8,0,0.429,4승0무6패
2010.04.13,5,롯데,13,5,8,0,0.385,4승0무6패
2010.04.13,5,한화,13,5,8,0,0.385,5승0무5패
2010.04.13,7,넥센,13,4,9,0,0.308,2승0무8패
2010.04.13,7,LG,13,4,8,1,0.308,6승1무3패
2010.04.14,1,두산,13,10,2,1,0.769,6승1무3패
2010.04.14,2,삼성,15,10,5,0,0.667,4승0무6패
2010.04.14,3,SK,14,9,5,0,0.643,9승0무1패
2010.04.14,4,KIA,14,6,8,0,0.429,4승0무6패
2010.04.14,5,롯데,14,5,9,0,0.357,4승0무6패
2010.04.14,5,넥센,14,5,9,0,0.357,2승0무8패
2010.04.14,5,LG,14,5,8,1,0.357,6승1무3패
2010.04.14,5,한화,14,5,9,0,0.357,5승0무5패
2010.04.15,1,두산,14,10,3,1,0.714,6승1무3패
2010.04.15,2,SK,15,10,5,0,0.667,9승0무1패
2010.04.15,3,삼성,16,10,6,0,0.625,4승0무6패
2010.04.15,4,KIA,15,7,8,0,0.467,4승0무6패
2010.04.15,5,롯데,15,6,9,0,0.400,4승0무6패
2010.04.15,5,LG,15,6,8,1,0.400,6승1무3패
2010.04.15,7,넥센,15,5,10,0,0.333,2승0무8패
2010.04.15,7,한화,15,5,10,0,0.333,5승0무5패
2010.04.16,1,두산,15,11,3,1,0.733,6승1무3패
2010.04.16,2,SK,16,11,5,0,0.688,9승0무1패
2010.04.16,3,삼성,17,10,7,0,0.588,4승0무6패
2010.04.16,4,KIA,16,7,9,0,0.438,4승0무6패
2010.04.16,4,LG,16,7,8,1,0.438,6승1무3패
2010.04.16,6,롯데,16,6,10,0,0.375,4승0무6패
2010.04.16,6,한화,16,6,10,0,0.375,5승0무5패
2010.04.16,8,넥센,16,5,11,0,0.313,2승0무8패
2010.04.17,1,두산,16,12,3,1,0.750,6승1무3패
2010.04.17,2,SK,17,12,5,0,0.706,9승0무1패
2010.04.17,3,삼성,18,10,8,0,0.556,4승0무6패
2010.04.17,4,LG,17,8,8,1,0.471,6승1무3패
2010.04.17,5,KIA,17,7,10,0,0.412,4승0무6패
2010.04.17,5,한화,17,7,10,0,0.412,5승0무5패
2010.04.17,7,롯데,17,6,11,0,0.353,4승0무6패
2010.04.17,8,넥센,17,5,12,0,0.294,2승0무8패
2010.04.18,1,SK,18,13,5,0,0.722,9승0무1패
2010.04.18,2,두산,17,12,4,1,0.706,6승1무3패
2010.04.18,3,삼성,19,10,9,0,0.526,4승0무6패
2010.04.18,4,LG,17,8,8,1,0.471,6승1무3패
2010.04.18,5,KIA,17,7,10,0,0.412,4승0무6패
2010.04.18,6,롯데,18,7,11,0,0.389,4승0무6패
2010.04.18,6,한화,18,7,11,0,0.389,5승0무5패
2010.04.18,8,넥센,18,6,12,0,0.333,2승0무8패
2010.04.19,1,SK,18,13,5,0,0.722,9승0무1패
2010.04.19,2,두산,17,12,4,1,0.706,6승1무3패
2010.04.19,3,삼성,19,10,9,0,0.526,4승0무6패
2010.04.19,4,LG,17,8,8,1,0.471,6승1무3패
2010.04.19,5,KIA,17,7,10,0,0.412,4승0무6패
2010.04.19,6,롯데,18,7,11,0,0.389,4승0무6패
2010.04.19,6,한화,18,7,11,0,0.389,5승0무5패
2010.04.19,8,넥센,18,6,12,0,0.333,2승0무8패
2010.04.20,1,SK,19,14,5,0,0.737,10승0무0패
2010.04.20,2,두산,18,12,5,1,0.667,6승0무4패
2010.04.20,3,삼성,20,11,9,0,0.550,4승0무6패
2010.04.20,4,LG,18,9,8,1,0.500,8승0무2패
2010.04.20,5,KIA,18,8,10,0,0.444,3승0무7패
2010.04.20,6,롯데,19,7,12,0,0.368,5승0무5패
2010.04.20,6,한화,19,7,12,0,0.368,3승0무7패
2010.04.20,8,넥센,19,6,13,0,0.316,3승0무7패
2010.04.21,1,SK,19,14,5,0,0.737,10승0무0패
2010.04.21,2,두산,18,12,5,1,0.667,6승0무4패
2010.04.21,3,삼성,21,12,9,0,0.571,4승0무6패
2010.04.21,4,LG,18,9,8,1,0.500,8승0무2패
2010.04.21,5,KIA,19,9,10,0,0.474,3승0무7패
2010.04.21,6,롯데,20,7,13,0,0.350,5승0무5패
2010.04.21,6,한화,20,7,13,0,0.350,3승0무7패
2010.04.21,8,넥센,19,6,13,0,0.316,3승0무7패
2010.04.22,1,SK,20,15,5,0,0.750,10승0무0패
2010.04.22,2,두산,19,12,6,1,0.632,6승0무4패
2010.04.22,3,삼성,22,12,10,0,0.545,4승0무6패
2010.04.22,4,LG,19,10,8,1,0.526,8승0무2패
2010.04.22,5,KIA,20,9,11,0,0.450,3승0무7패
2010.04.22,6,롯데,21,8,13,0,0.381,5승0무5패
2010.04.22,6,한화,21,8,13,0,0.381,3승0무7패
2010.04.22,8,넥센,20,6,14,0,0.300,3승0무7패
2010.04.23,1,SK,21,16,5,0,0.762,10승0무0패
2010.04.23,2,두산,20,12,7,1,0.600,6승0무4패
2010.04.23,3,삼성,23,13,10,0,0.565,4승0무6패
2010.04.23,4,LG,20,10,9,1,0.500,8승0무2패
2010.04.23,5,KIA,21,9,12,0,0.429,3승0무7패
2010.04.23,6,한화,22,9,13,0,0.409,3승0무7패
2010.04.23,7,롯데,22,8,14,0,0.364,5승0무5패
2010.04.23,8,넥센,21,7,14,0,0.333,3승0무7패
2010.04.24,1,SK,22,17,5,0,0.773,10승0무0패
2010.04.24,2,두산,21,13,7,1,0.619,6승0무4패
2010.04.24,3,삼성,24,13,11,0,0.542,4승0무6패
2010.04.24,4,LG,21,11,9,1,0.524,8승0무2패
2010.04.24,5,KIA,22,9,13,0,0.409,3승0무7패
2010.04.24,6,한화,23,9,14,0,0.391,3승0무7패
2010.04.24,7,넥센,22,8,14,0,0.364,3승0무7패
2010.04.24,8,롯데,23,8,15,0,0.348,5승0무5패
2010.04.25,1,SK,23,18,5,0,0.783,10승0무0패
2010.04.25,2,두산,22,14,7,1,0.636,6승0무4패
2010.04.25,3,LG,22,12,9,1,0.545,8승0무2패
2010.04.25,4,삼성,25,13,12,0,0.520,4승0무6패
2010.04.25,5,KIA,23,10,13,0,0.435,3승0무7패
2010.04.25,6,한화,24,9,15,0,0.375,3승0무7패
2010.04.25,7,넥센,23,8,15,0,0.348,3승0무7패
2010.04.25,8,롯데,24,8,16,0,0.333,5승0무5패
2010.04.26,1,SK,23,18,5,0,0.783,10승0무0패
2010.04.26,2,두산,22,14,7,1,0.636,6승0무4패
2010.04.26,3,LG,22,12,9,1,0.545,8승0무2패
2010.04.26,4,삼성,25,13,12,0,0.520,4승0무6패
2010.04.26,5,KIA,23,10,13,0,0.435,3승0무7패
2010.04.26,6,한화,24,9,15,0,0.375,3승0무7패
2010.04.26,7,넥센,23,8,15,0,0.348,3승0무7패
2010.04.26,8,롯데,24,8,16,0,0.333,5승0무5패
2010.04.27,1,SK,24,19,5,0,0.792,10승0무0패
2010.04.27,2,두산,23,15,7,1,0.652,6승0무4패
2010.04.27,3,LG,22,12,9,1,0.545,8승0무2패
2010.04.27,4,삼성,25,13,12,0,0.520,4승0무6패
2010.04.27,5,KIA,24,10,14,0,0.417,3승0무7패
2010.04.27,6,롯데,25,9,16,0,0.360,5승0무5패
2010.04.27,6,한화,25,9,16,0,0.360,3승0무7패
2010.04.27,8,넥센,24,8,16,0,0.333,3승0무7패
2010.04.28,1,SK,24,19,5,0,0.792,10승0무0패
2010.04.28,2,두산,23,15,7,1,0.652,6승0무4패
2010.04.28,3,LG,22,12,9,1,0.545,8승0무2패
2010.04.28,4,삼성,25,13,12,0,0.520,4승0무6패
2010.04.28,5,KIA,24,10,14,0,0.417,3승0무7패
2010.04.28,6,롯데,26,10,16,0,0.385,5승0무5패
2010.04.28,7,한화,25,9,16,0,0.360,3승0무7패
2010.04.28,8,넥센,25,8,17,0,0.320,3승0무7패
2010.04.29,1,SK,25,20,5,0,0.800,10승0무0패
2010.04.29,2,두산,24,16,7,1,0.667,6승0무4패
2010.04.29,3,삼성,26,14,12,0,0.538,4승0무6패
2010.04.29,4,LG,23,12,10,1,0.522,8승0무2패
2010.04.29,5,롯데,27,11,16,0,0.407,5승0무5패
2010.04.29,6,KIA,25,10,15,0,0.400,3승0무7패
2010.04.29,7,한화,26,9,17,0,0.346,3승0무7패
2010.04.29,8,넥센,26,8,18,0,0.308,3승0무7패
2010.04.30,1,SK,26,21,5,0,0.808,10승0무0패
2010.04.30,2,두산,25,17,7,1,0.680,6승0무4패
2010.04.30,3,삼성,27,15,12,0,0.556,5승0무5패
2010.04.30,4,LG,24,12,11,1,0.500,7승0무3패
2010.04.30,5,KIA,26,11,15,0,0.423,4승0무6패
2010.04.30,6,롯데,28,11,17,0,0.393,4승0무6패
2010.04.30,7,한화,27,9,18,0,0.333,2승0무8패
2010.04.30,8,넥센,27,8,19,0,0.296,3승0무7패
2010.05.01,1,SK,27,22,5,0,0.815,6승0무4패
2010.05.01,2,두산,26,17,8,1,0.654,5승0무5패
2010.05.01,3,삼성,28,16,12,0,0.571,7승0무3패
2010.05.01,4,LG,25,12,12,1,0.480,2승0무8패
2010.05.01,5,KIA,27,12,15,0,0.444,7승0무3패
2010.05.01,6,롯데,29,11,18,0,0.379,6승0무4패
2010.05.01,7,넥센,28,9,19,0,0.321,6승0무4패
2010.05.01,7,한화,28,9,19,0,0.321,1승0무9패
2010.05.02,1,SK,28,23,5,0,0.821,6승0무4패
2010.05.02,2,두산,27,17,9,1,0.630,5승0무5패
2010.05.02,3,삼성,29,17,12,0,0.586,7승0무3패
2010.05.02,4,LG,26,12,13,1,0.462,2승0무8패
2010.05.02,5,KIA,28,12,16,0,0.429,7승0무3패
2010.05.02,6,롯데,30,12,18,0,0.400,6승0무4패
2010.05.02,7,넥센,29,10,19,0,0.345,6승0무4패
2010.05.02,8,한화,29,9,20,0,0.310,1승0무9패
2010.05.03,1,SK,28,23,5,0,0.821,6승0무4패
2010.05.03,2,두산,27,17,9,1,0.630,5승0무5패
2010.05.03,3,삼성,29,17,12,0,0.586,7승0무3패
2010.05.03,4,LG,26,12,13,1,0.462,2승0무8패
2010.05.03,5,KIA,28,12,16,0,0.429,7승0무3패
2010.05.03,6,롯데,30,12,18,0,0.400,6승0무4패
2010.05.03,7,넥센,29,10,19,0,0.345,6승0무4패
2010.05.03,8,한화,29,9,20,0,0.310,1승0무9패
2010.05.04,1,SK,29,24,5,0,0.828,6승0무4패
2010.05.04,2,두산,28,17,10,1,0.607,5승0무5패
2010.05.04,3,삼성,30,17,13,0,0.567,7승0무3패
2010.05.04,4,LG,27,13,13,1,0.481,2승0무8패
2010.05.04,5,KIA,29,13,16,0,0.448,7승0무3패
2010.05.04,6,롯데,31,13,18,0,0.419,6승0무4패
2010.05.04,7,넥센,30,10,20,0,0.333,6승0무4패
2010.05.04,8,한화,30,9,21,0,0.300,1승0무9패
2010.05.05,1,SK,30,24,6,0,0.800,6승0무4패
2010.05.05,2,두산,29,18,10,1,0.621,5승0무5패
2010.05.05,3,삼성,31,18,13,0,0.581,7승0무3패
2010.05.05,4,KIA,30,14,16,0,0.467,7승0무3패
2010.05.05,5,LG,28,13,14,1,0.464,2승0무8패
2010.05.05,6,롯데,32,13,19,0,0.406,6승0무4패
2010.05.05,7,넥센,31,11,20,0,0.355,6승0무4패
2010.05.05,8,한화,31,9,22,0,0.290,1승0무9패
2010.05.06,1,SK,31,24,7,0,0.774,6승0무4패
2010.05.06,2,두산,30,19,10,1,0.633,5승0무5패
2010.05.06,3,삼성,32,18,14,0,0.563,7승0무3패
2010.05.06,4,KIA,31,15,16,0,0.484,7승0무3패
2010.05.06,5,LG,29,13,15,1,0.448,2승0무8패
2010.05.06,6,롯데,33,14,19,0,0.424,6승0무4패
2010.05.06,7,넥센,32,12,20,0,0.375,6승0무4패
2010.05.06,8,한화,32,9,23,0,0.281,1승0무9패
2010.05.07,1,SK,32,24,8,0,0.750,6승0무4패
2010.05.07,2,두산,31,19,11,1,0.613,5승0무5패
2010.05.07,3,삼성,33,19,14,0,0.576,7승0무3패
2010.05.07,4,KIA,32,16,16,0,0.500,7승0무3패
2010.05.07,5,롯데,34,15,19,0,0.441,6승0무4패
2010.05.07,6,LG,30,13,16,1,0.433,2승0무8패
2010.05.07,7,넥센,33,13,20,0,0.394,6승0무4패
2010.05.07,8,한화,33,9,24,0,0.273,1승0무9패
2010.05.08,1,SK,33,25,8,0,0.758,6승0무4패
2010.05.08,2,두산,32,19,12,1,0.594,5승0무5패
2010.05.08,3,삼성,34,19,15,0,0.559,7승0무3패
2010.05.08,4,KIA,33,17,16,0,0.515,7승0무3패
2010.05.08,5,롯데,35,16,19,0,0.457,6승0무4패
2010.05.08,6,LG,31,13,17,1,0.419,2승0무8패
2010.05.08,7,넥센,34,13,21,0,0.382,6승0무4패
2010.05.08,8,한화,34,10,24,0,0.294,1승0무9패
2010.05.09,1,SK,34,25,9,0,0.735,6승0무4패
2010.05.09,2,두산,33,20,12,1,0.606,5승0무5패
2010.05.09,3,삼성,35,20,15,0,0.571,7승0무3패
2010.05.09,4,KIA,34,17,17,0,0.500,7승0무3패
2010.05.09,5,롯데,36,16,20,0,0.444,6승0무4패
2010.05.09,6,LG,32,14,17,1,0.438,2승0무8패
2010.05.09,7,넥센,35,14,21,0,0.400,6승0무4패
2010.05.09,8,한화,35,10,25,0,0.286,1승0무9패
2010.05.10,1,SK,34,25,9,0,0.735,5승0무5패
2010.05.10,2,두산,33,20,12,1,0.606,5승0무5패
2010.05.10,3,삼성,35,20,15,0,0.571,4승0무6패
2010.05.10,4,KIA,34,17,17,0,0.500,5승0무5패
2010.05.10,5,롯데,36,16,20,0,0.444,5승0무5패
2010.05.10,6,LG,32,14,17,1,0.438,3승0무7패
2010.05.10,7,넥센,35,14,21,0,0.400,6승0무4패
2010.05.10,8,한화,35,10,25,0,0.286,7승0무3패
2010.05.11,1,SK,35,26,9,0,0.743,5승0무5패
2010.05.11,2,두산,34,20,13,1,0.588,5승0무5패
2010.05.11,3,삼성,36,21,15,0,0.583,4승0무6패
2010.05.11,4,KIA,35,18,17,0,0.514,5승0무5패
2010.05.11,5,롯데,37,16,21,0,0.432,5승0무5패
2010.05.11,6,LG,33,14,18,1,0.424,3승0무7패
2010.05.11,7,넥센,36,14,22,0,0.389,6승0무4패
2010.05.11,8,한화,36,11,25,0,0.306,7승0무3패
2010.05.12,1,SK,36,27,9,0,0.750,5승0무5패
2010.05.12,2,두산,35,21,13,1,0.600,5승0무5패
2010.05.12,3,삼성,37,21,16,0,0.568,4승0무6패
2010.05.12,4,KIA,36,18,18,0,0.500,5승0무5패
2010.05.12,5,롯데,38,16,22,0,0.421,5승0무5패
2010.05.12,6,LG,34,14,19,1,0.412,3승0무7패
2010.05.12,7,넥센,37,15,22,0,0.405,6승0무4패
2010.05.12,8,한화,37,12,25,0,0.324,7승0무3패
2010.05.13,1,SK,37,28,9,0,0.757,5승0무5패
2010.05.13,2,두산,36,22,13,1,0.611,5승0무5패
2010.05.13,3,삼성,38,21,17,0,0.553,4승0무6패
2010.05.13,4,KIA,37,19,18,0,0.514,5승0무5패
2010.05.13,5,롯데,39,16,23,0,0.410,5승0무5패
2010.05.13,6,LG,35,14,20,1,0.400,3승0무7패
2010.05.13,7,넥센,38,15,23,0,0.395,6승0무4패
2010.05.13,8,한화,38,13,25,0,0.342,7승0무3패
2010.05.14,1,SK,38,28,10,0,0.737,5승0무5패
2010.05.14,2,두산,37,23,13,1,0.622,5승0무5패
2010.05.14,3,삼성,39,21,18,0,0.538,4승0무6패
2010.05.14,4,KIA,38,20,18,0,0.526,5승0무5패
2010.05.14,5,롯데,40,17,23,0,0.425,5승0무5패
2010.05.14,6,넥센,39,16,23,0,0.410,6승0무4패
2010.05.14,7,LG,36,14,21,1,0.389,3승0무7패
2010.05.14,8,한화,39,13,26,0,0.333,7승0무3패
2010.05.15,1,SK,39,28,11,0,0.718,5승0무5패
2010.05.15,2,두산,38,24,13,1,0.632,5승0무5패
2010.05.15,3,삼성,40,22,18,0,0.550,4승0무6패
2010.05.15,4,KIA,39,20,19,0,0.513,5승0무5패
2010.05.15,5,롯데,41,18,23,0,0.439,5승0무5패
2010.05.15,6,넥센,40,16,24,0,0.400,6승0무4패
2010.05.15,7,LG,37,14,22,1,0.378,3승0무7패
2010.05.15,8,한화,40,14,26,0,0.350,7승0무3패
2010.05.16,1,SK,40,29,11,0,0.725,5승0무5패
2010.05.16,2,두산,39,24,14,1,0.615,5승0무5패
2010.05.16,3,삼성,41,22,19,0,0.537,4승0무6패
2010.05.16,4,KIA,40,20,20,0,0.500,5승0무5패
2010.05.16,5,롯데,42,18,24,0,0.429,5승0무5패
2010.05.16,6,넥센,41,17,24,0,0.415,6승0무4패
2010.05.16,7,LG,38,15,22,1,0.395,3승0무7패
2010.05.16,8,한화,41,15,26,0,0.366,7승0무3패
2010.05.17,1,SK,40,29,11,0,0.725,5승0무5패
2010.05.17,2,두산,39,24,14,1,0.615,5승0무5패
2010.05.17,3,삼성,41,22,19,0,0.537,4승0무6패
2010.05.17,4,KIA,40,20,20,0,0.500,5승0무5패
2010.05.17,5,롯데,42,18,24,0,0.429,5승0무5패
2010.05.17,6,넥센,41,17,24,0,0.415,6승0무4패
2010.05.17,7,LG,38,15,22,1,0.395,3승0무7패
2010.05.17,8,한화,41,15,26,0,0.366,7승0무3패
2010.05.18,1,SK,40,29,11,0,0.725,5승0무5패
2010.05.18,2,두산,39,24,14,1,0.615,5승0무5패
2010.05.18,3,삼성,41,22,19,0,0.537,4승0무6패
2010.05.18,4,KIA,40,20,20,0,0.500,5승0무5패
2010.05.18,5,롯데,42,18,24,0,0.429,5승0무5패
2010.05.18,6,넥센,41,17,24,0,0.415,6승0무4패
2010.05.18,7,LG,38,15,22,1,0.395,3승0무7패
2010.05.18,8,한화,41,15,26,0,0.366,7승0무3패
2010.05.19,1,SK,41,29,12,0,0.707,5승0무5패
2010.05.19,2,두산,40,24,15,1,0.600,5승0무5패
2010.05.19,3,삼성,42,22,20,0,0.524,4승0무6패
2010.05.19,4,KIA,41,20,21,0,0.488,5승0무5패
2010.05.19,5,롯데,43,19,24,0,0.442,5승0무5패
2010.05.19,6,넥센,42,18,24,0,0.429,6승0무4패
2010.05.19,7,LG,39,16,22,1,0.410,3승0무7패
2010.05.19,8,한화,42,16,26,0,0.381,7승0무3패
2010.05.20,1,SK,42,30,12,0,0.714,4승0무6패
2010.05.20,2,두산,41,24,16,1,0.585,4승0무6패
2010.05.20,3,삼성,43,22,21,0,0.512,6승0무4패
2010.05.20,4,KIA,42,20,22,0,0.476,4승0무6패
2010.05.20,5,롯데,44,20,24,0,0.455,6승0무4패
2010.05.20,6,LG,40,17,22,1,0.425,6승0무4패
2010.05.20,7,넥센,43,18,25,0,0.419,4승0무6패
2010.05.20,8,한화,43,17,26,0,0.395,7승0무3패
2010.05.21,1,SK,43,31,12,0,0.721,4승0무6패
2010.05.21,2,두산,42,24,17,1,0.571,4승0무6패
2010.05.21,3,삼성,44,23,21,0,0.523,6승0무4패
